name,lon,lat,category
Gereja Batak Karo Protestan Malang,112.6512441,-7.9331495,place_of_worship
ECC Church Malang,112.6357803,-7.974201,place_of_worship
Masjid Nur Inka,112.633938,-7.9749713,place_of_worship
Gereja Bethel Indonesia Betlehem,112.638047,-7.9715419,place_of_worship
Musholla Miftakhul Nur,112.6046494,-7.9812844,place_of_worship
Musholla Waqof Nur Jannah,112.6183524,-7.9762347,place_of_worship
Masjid Baitul Muttaqin,112.6031985,-7.9838921,place_of_worship
Masjid Al Amin,112.6021468,-7.9606583,place_of_worship
Masjid Hidayatul Muttaqin,112.6167895,-7.9875039,place_of_worship
Masjid Al-Mukarromah,112.623682,-7.9843851,place_of_worship
Masjid Ar-Riyaadh,112.6032076,-7.9754013,place_of_worship
Mushalla Al-Muttaqin,112.599653,-7.9576769,place_of_worship
Masjid Shirothol Mustaqim,112.6081788,-7.9858793,place_of_worship
Masjid Tarbiyatul Hidayah,112.6133549,-7.956807,place_of_worship
Gereja Yesus Sejati,112.60965,-7.9649689,place_of_worship
Greja Kristen Jawi Wetan Jemaat Dinoyo,112.6069096,-7.9408053,place_of_worship
Masjid Safinatun Najah,112.6062629,-7.9626791,place_of_worship
Gereja Kristen Injili Nusantara Elkana,112.6167714,-7.9771482,place_of_worship
Musholla Baitul Muslim,112.6040174,-7.972833,place_of_worship
Gereja Reformed Injili Indonesia Malang,112.6264713,-7.9753268,place_of_worship
Masjid Darussalam,112.615575,-7.9724798,place_of_worship
Masjid Baiturrohmah,112.6117488,-7.98204,place_of_worship
Musholla Baitul Fallah,112.6103007,-7.9811296,place_of_worship
Mushola Waqaf Al-Falah,112.6148143,-7.9838259,place_of_worship
Masjid Baitul Jannah,112.6179214,-7.9797783,place_of_worship
Masjid Ar-Raudhah,112.6352624,-8.030222,place_of_worship
Musholla Al-Ridho,112.6396866,-7.9985308,place_of_worship
Langgar Waqaf Nur Islam,112.6172806,-7.9763922,place_of_worship
Masjid Badar,112.6111885,-7.9801334,place_of_worship
Mushola Waqof Narul Muchlisin,112.5980811,-7.9822819,place_of_worship
Masjid Khadijah,112.5811765,-7.9382428,place_of_worship
Masjid Az-Zubaidah,112.5819587,-7.9371605,place_of_worship
Masjid Muslimin,112.6282335,-7.9837663,place_of_worship
Masjid Al-Huda Embong Arab,112.6283289,-7.9860336,place_of_worship
JKI FLTF,112.6261028,-7.999714,place_of_worship
Gereja Kristen Injili Nusantara Peniel,112.6262195,-8.0045282,place_of_worship
Masjid Cahyaninghati,112.617059,-7.9320121,place_of_worship
Mushola Fapet,112.6109053,-7.9521764,place_of_worship
Masjid Jami' Ar-Rahmah,112.6467308,-7.9396611,place_of_worship
Masjid As-Sa'diyah,112.6447953,-7.9632931,place_of_worship
Musholla Al-Ikhlas,112.6469852,-7.9701198,place_of_worship
Masjid Ar-Rahman,112.6497373,-7.9684868,place_of_worship
GBI Ensample,112.5998871,-7.9747596,place_of_worship
Pura Marga Shirsa ꧌ꦥꦸꦫꦩꦂꦒ꧀ꦒꦱꦶꦂꦱ꧀ꦱ꧍,112.6086947,-7.9749519,place_of_worship
Musholla Nurul Hidayah,112.6104771,-7.9493609,place_of_worship
Masjid Rois Dahlan,112.6093445,-7.9487957,place_of_worship
Masjid Shiraathal Jannah,112.6081281,-7.9459089,place_of_worship
Mushola Al-Hidayah,112.5950671,-7.9838958,place_of_worship
Vihara Buddha Maitreya,112.6339943,-7.9911477,place_of_worship
Masjid Keramat Agung,112.6229845,-7.9783156,place_of_worship
Musholla Al Yawmul Majid,112.648642,-7.9366465,place_of_worship
Masjid Dwiga,112.6279701,-7.9297483,place_of_worship
Masjid Darussalam,112.6100828,-7.9833428,place_of_worship
Masjid Qudsie,112.6342892,-7.9850514,place_of_worship
Masjid Al-Kautsar,112.6365464,-7.9867193,place_of_worship
Masjid Al-Falah,112.6236182,-7.9877665,place_of_worship
Musholla Al-Ridho,112.6502395,-7.9880621,place_of_worship
Masjid Al-Mubarok,112.6278247,-7.9610203,place_of_worship
Gereja Masehi Advent Ketujuh Jemaat Cempaka Putih,112.6275901,-7.9576548,place_of_worship
Gereja Kristen Injili Nusantara Filadelfia,112.6248009,-7.9577787,place_of_worship
Gereja Kristen Injili Nusantara Pelita Kasih,112.6455354,-7.9679922,place_of_worship
Masjid Baitul Maghfiroh,112.6542223,-7.9325585,place_of_worship
Masjid SHSS Al-Jufri,112.6528302,-8.0010623,place_of_worship
Masjid At-Taqwa,112.626199,-7.9730831,place_of_worship
Musholla Al-Huda,112.6257148,-7.9725605,place_of_worship
Masjid Baitut Taqwa,112.6195344,-7.9662493,place_of_worship
Masjid At-Taubah,112.6408722,-7.9594845,place_of_worship
Langgar Waqaf Miftahul Huda,112.6419531,-7.9604095,place_of_worship
Gereja Bala Keselamatan,112.6374967,-7.96953,place_of_worship
Masjid Nurul Huda,112.6445661,-7.9677079,place_of_worship
Masjid At-Thoriqg,112.6419137,-7.9680362,place_of_worship
Masjid Al-Hidayah,112.6428948,-7.9552948,place_of_worship
Masjid Jami Al-Mubarokah,112.643454,-8.0061465,place_of_worship
Masjid An-Nur,112.6870737,-7.9836237,place_of_worship
Masjid Al-Arief,112.6244132,-7.9918537,place_of_worship
Musholla Ar-Rohmah,112.6228366,-7.9538035,place_of_worship
Masjid Fatimah Sulfat,112.6519593,-7.9669468,place_of_worship
Masjid Daarul Muttaqiin,112.6771728,-7.975631,place_of_worship
Masjid Baitul Makmur,112.6428098,-8.0131327,place_of_worship
Masjid Al-Amin,112.6012334,-7.9996926,place_of_worship
Masjid Husnul Khotimah,112.6159204,-8.0034325,place_of_worship
Masjid Siti Hajar,112.6026744,-8.0013724,place_of_worship
Masjid Hidayatulloh,112.6136357,-7.9974507,place_of_worship
Masjid Al-Hikmah,112.6244889,-7.9593595,place_of_worship
GPPS Bukit Zion,112.6434005,-7.9664286,place_of_worship
Musolla Noor Hasyim,112.6367608,-7.9873026,place_of_worship
Gereja Kristen Kalam Kudus Malang,112.6248178,-7.9848599,place_of_worship
Musholla Al-Mubarok,112.6391626,-7.9837589,place_of_worship
Masjid Baitusshomad,112.6377059,-7.9869096,place_of_worship
Masjid Al-Mannaan,112.6480232,-7.9844586,place_of_worship
Gereja Oikumene Alap-alap Yonarhanud 2 Kostrad,112.6427166,-7.9807074,place_of_worship
Musholla Al-Mohlisin,112.5918807,-7.985398,place_of_worship
Musholla Sabillilah,112.5934247,-7.9860587,place_of_worship
Masjid Nurul Huda,112.6198381,-8.0152922,place_of_worship
Masjid Al-Rosyid,112.6205012,-8.0155946,place_of_worship
Langgar Waqaf,112.6209729,-8.0189033,place_of_worship
Musolla Amud Al-Arkan,112.6213381,-7.9813412,place_of_worship
Masjid Fathul Huda,112.6214138,-7.9827052,place_of_worship
Masjid Al-Amin,112.6201267,-7.9787702,place_of_worship
Masjid Al-Huda,112.621068,-7.9777129,place_of_worship
Masjid Muhajirin,112.62397,-7.9815919,place_of_worship
Masjid Baitul Makmur,112.6236981,-7.982104,place_of_worship
Mushola Mujahiddin,112.6228081,-7.9808513,place_of_worship
Masjid Syarifussoleh,112.6293412,-8.002959,place_of_worship
Masjid Riyadhus Surur,112.6272879,-8.0315253,place_of_worship
Masjid Al Husain,112.649716,-7.9420541,place_of_worship
mushola al-mutaqin,112.6382302,-7.9595025,place_of_worship
Mushola Al Ikhlas,112.640966,-7.9308101,place_of_worship
Mushola Nurul Jadid,112.641859,-7.9308341,place_of_worship
Masjid GUS FUD,112.6242923,-7.920972,place_of_worship
Galipat-Mbahman-Plaosan,112.6501624,-7.938776,place_of_worship
Galipat-Baitur Rohim - Ketapang,112.6128512,-8.0069049,place_of_worship
Masjid An Nur Jagalan,112.6277126,-7.9873758,place_of_worship
Musholla,112.6297242,-7.9883969,place_of_worship
Pura Luhur Dwijawarsa Buring,112.6610296,-7.9953456,place_of_worship
Masjid Al Muhajirin,112.6314606,-8.0102748,place_of_worship
Masjid Al Ihsan,112.6280489,-8.0169275,place_of_worship
Masjid Babusalam,112.6273266,-7.9418873,place_of_worship
Masjid Abu Dzar Al Ghifari,112.6242421,-7.9415644,place_of_worship
Masjid Riyadhul Jannah,112.6151329,-7.9667103,place_of_worship
Gereja Yesus Hidup Sejati Malang,112.6505216,-7.9487891,place_of_worship
Langgar Al-Ikhlas,112.6352431,-7.997204,place_of_worship
Masjid Hidayatul Choir,112.6010884,-7.9541799,place_of_worship
Musholla Khoirul Hidayah,112.6016067,-7.9533112,place_of_worship
Musholla PAY Salman,112.6017114,-7.9527798,place_of_worship
Musholla Maqomul Ijabah,112.6018402,-7.954877,place_of_worship
Musholla Roudhotul Jannah,112.6001448,-7.9543265,place_of_worship
Musholla Nurul Hidayah,112.6006374,-7.952952,place_of_worship
Musholla Al-Firdaus,112.6000046,-7.952835,place_of_worship
Musholla Baiturrohmah,112.6006741,-7.9521119,place_of_worship
Musholla Huda Tauhid,112.6013592,-7.9551841,place_of_worship
Pura Goa Sukun Wijaya,112.6131789,-7.9936206,place_of_worship
Bethany Yestoya MCP,112.6115865,-7.9735897,place_of_worship
Gereja BEST Malang,112.6127304,-7.9737041,place_of_worship
Capel Sekolah Tinggi Alkitab Nusantara,112.5996438,-7.9797233,place_of_worship
Taman Doa Bunda Maria Segala Suku,112.6051251,-7.95813,place_of_worship
Masjid Nur Muhammad,112.6103846,-7.9796693,place_of_worship
Masjid Darussalam,112.6103677,-7.9786086,place_of_worship
Gereja Pantekosta di Indonesia Zion Altar,112.6009097,-7.9775342,place_of_worship
Gereja Pantekosta Alfa Omega,112.6039976,-7.9934727,place_of_worship
Gereja Sidang Jemaat-Jemaat Allah Trinitas,112.6129272,-7.9870934,place_of_worship
Gereja Isa Almasih,112.6157077,-7.9930721,place_of_worship
Masjid Al Huda,112.6253177,-7.9826015,place_of_worship
Masjid Al Hikmah,112.6061201,-7.9704867,place_of_worship
Musholla Al-Hidayah,112.6074255,-7.9827472,place_of_worship
Masjid Al-Amin,112.6143493,-7.9802032,place_of_worship
Kapel Santa Perawan Maria,112.6290449,-7.9890642,place_of_worship
Kapel Rumah Sakit Panti Nirmala,112.6343499,-7.995059,place_of_worship
Kapel Santa Maria Yustina,112.6418351,-8.01431,place_of_worship
Musholla Al-Ikhlas,112.6026622,-7.9864376,place_of_worship
Mushollah Hijr Ismail,112.61062,-7.9880721,place_of_worship
Betania Fresh Anointing (BFA) Church Greater Malang,112.6339085,-7.9759068,place_of_worship
Pura Wahya Sidhi,112.6307165,-8.0082067,place_of_worship
Masjid TPQ Miftahul Huda,112.611481,-7.946556,place_of_worship
Abbaheart,112.628253,-7.9735083,place_of_worship
Gereja Pantekosta Pusat Surabaya Jemaat Elim,112.6333006,-7.9846477,place_of_worship
Masjid At-Taqwa,112.5829188,-7.9458131,place_of_worship
Masjid Jami' An-Nawawi,112.6124751,-8.0038001,place_of_worship
Masjid Al-Islah,112.6122924,-8.0044674,place_of_worship
Gereja Kemah Injil Indonesia - Jemaat Malang,112.6569199,-7.979973,place_of_worship
Langgar Waqaf Shirotul Jannaf,112.6278815,-7.9741766,place_of_worship
Jemaat Kristian Indonesia - Kerajaan Allah,112.6263714,-7.9676656,place_of_worship
Gereja Bethel Indonesia Kairos,112.6560309,-7.9806464,place_of_worship
Pura Satria Dharma,112.6396142,-7.9810133,place_of_worship
Vihara Buddha Maitreya,112.6382352,-7.936315,place_of_worship
JKI Kemah Pertemuan,112.6300977,-7.9854774,place_of_worship
GBI ROCK Generation Community Church,112.6323049,-7.9860569,place_of_worship
Vihara Mettã Diepa Arãmã,112.6266596,-7.9818933,place_of_worship
Vihara Vajra Avalokitevara,112.6323995,-7.9873066,place_of_worship
Pura Dharma Jati,112.6423511,-7.9873745,place_of_worship
Cetiya Kasih Abadi,112.6359326,-7.9794128,place_of_worship
Cetiya Dhamma Bhava,112.6311241,-8.0099821,place_of_worship
Gereja Kristen Injili Nusantara Maranatha,112.6211974,-7.9815619,place_of_worship
Universitas Gajayana,112.6025446,-7.9400948,university
Politeknik Negeri Malang,112.6154776,-7.9455671,college
Universitas Negeri Malang,112.6175645,-7.9615051,university
Institut Teknologi Nasional Malang (Kampus I),112.6123805,-7.9581405,college
FIA D,112.6136872,-7.9496246,university
Fakultas Peternakan 4,112.6110107,-7.9523912,university
Fakultas Ekonomi UIN Maulana Malik Ibrahim Malang,112.6070352,-7.951488,university
STT Stikma Internasional,112.6401928,-7.9633081,college
Pasca Sarjana UNISMA,112.6071228,-7.9357347,university
FIA C,112.6138499,-7.9497657,university
Universitas Katolik Widya Karya,112.6177574,-7.9684257,university
Seminari Alkitab Asia Tenggara,112.5968865,-7.9564806,college
Universitas Kanjuruhan Malang,112.6201313,-8.0068858,university
Sekolah Tinggi Bahasa Asing Malang,112.66886,-7.9719974,college
Politeknik Kesehatan Kemenkes Malang,112.6227162,-7.9653563,college
Universitas Muhammadiyah Malang,112.5978592,-7.9209513,university
Pondok Pesantren Mahasiswa Al-Kautsar,112.6140623,-7.9669335,university
Fakultas Teknik Universitas Merdeka Malang,112.6088762,-7.9725105,university
Universitas Negeri Malang Kampus II,112.6685352,-7.979189,university
STIKES Soepraoen,112.6211914,-7.9907349,university
Sekolah Tinggi Alkitab Nusantara,112.60007,-7.9796593,university
Seminari Tinggi Kongregasi Misi Santo Vinsensius,112.6147839,-7.9808204,college
Kampus 3 Institut Teknologi Sains dan Kesehatan (ITSK) dr.Soepraoen,112.6329398,-7.9788791,university
Politeknik Pembangunan Pertanian Malang,112.6176162,-7.982453,college
Sekolah Tinggi Teologi Yestoya,112.5972073,-7.9554192,college
STIE Malangkuçeçwara,112.6368679,-7.9420057,college
Sekolah Tinggi Filsafat Teologi Widya Sasana,112.6080636,-7.9679787,college
Seminari Tinggi SVD Surya Wacana,112.607005,-7.967683,college
Universitas Muhammadiyah Malang Kampus 2,112.6141451,-7.957458,university
Sekolah Tinggi Teologi Salem,112.6037698,-7.9637873,college
Universitas Islam Malang,112.6071667,-7.9364468,university
Seminari Tinggi Interdiosesan San Giovanni XXIII Malang,112.6051068,-7.9580102,college
Akademi Keperawatan Panti Waluya,112.62543,-7.9852498,college
Universitas Widya Gama Malang,112.6359171,-7.9396599,university
Institut Teknologi Nasional Malang - Kampus 2,112.6346559,-7.9172003,university
Stikes Maharani,112.6136859,-7.9344504,college
Sekolah Tinggi Ilmu Administrasi Malang,112.6035354,-7.9319966,college
Universitas Tribhuwana Tunggadewi,112.6002783,-7.9326328,university
Universitas Tribhuwana Tunggadewi - Science Techno Park,112.5984108,-7.9307617,university
Politeknik Kesehatan Wira Husada Nusantara,112.6012635,-7.9341755,college
STIE Indoçakti,112.6489376,-7.9374781,college
Sekolah Tinggi Pastoral,112.632345,-7.9542171,college
IKIP Budi Utomo Malang Kampus C,112.641542,-7.9564017,college
Universitas Terbuka Malang,112.6419645,-8.0280115,university
Universitas Wisnuwardhana,112.6697865,-7.9707824,university
Institut Teknologi dan Bisnis Asia,112.6266051,-7.9379561,college
Aditya Wacana,112.6071107,-7.9687104,college
Seminari Tinggi CM,112.6031644,-7.9599408,college
Politeknik Kota Malang,112.6488812,-8.0338325,college
TK ABA 5 MALANG,112.6226536,-7.9786441,college
Gerbang Masuk UNIGA,112.6028794,-7.9404463,university
Sekolah Tinggi Pastoral IPI Malang,112.6123243,-7.9722432,university
Balewiyata Majelis Agung GKJW,112.6208017,-7.9875986,university
IKIP Budi Utomo,112.6265645,-7.9777259,university
Poltekkes Putra Indonesia Malang,112.6400463,-7.9602259,college
STIE Jaya Negara Taman Siswa,112.6414018,-7.9615331,college
STIE Kertanegara,112.6309123,-7.9455791,college
STIP Malang,112.6311104,-7.9458899,college
